year,region,comp,compcode,place,group,university,score,award,gender
2015,northeast,Quarterfinal,2,3,Mixtapes,NEW YORK UNIVERSITY,334,0,coed
2014,mid-atlantic,Semifinal,1,1,N’Harmonics,NEW YORK UNIVERSITY,406,1,coed
2014,mid-atlantic,Quarterfinal,4,1,N’Harmonics,NEW YORK UNIVERSITY,427,2,coed
2013,mid-atlantic,Quarterfinal,1,3,N’Harmonics,NEW YORK UNIVERSITY,340,1,coed
2012,northeast,Quarterfinal,2,1,N’Harmonics,NEW YORK UNIVERSITY,394,3,coed
2012,northeast,Quarterfinal,4,1,APC Rhythm,NEW YORK UNIVERSITY,432,0,coed
2011,wildcard,Wildcard,1,3,N’Harmonics,NEW YORK UNIVERSITY,324,0,coed
2011,northeast,Semifinal,1,3,N’Harmonics,NEW YORK UNIVERSITY,366,2,coed
2011,northeast,Quarterfinal,2,1,N’Harmonics,NEW YORK UNIVERSITY,430,2,coed
2011,northeast,Quarterfinal,3,2,Ani V'ata,NEW YORK UNIVERSITY,313,1,coed
2010,northeast,Quarterfinal,2,3,APC Rhythm,NEW YORK UNIVERSITY,327,0,coed
2009,northeast,Quarterfinal,4,3,APC Rhythm,NEW YORK UNIVERSITY,313,2,coed
2008,northeast,Semifinal,1,1,N’Harmonics,NEW YORK UNIVERSITY,430,2,coed
2008,northeast,Quarterfinal,3,1,N’Harmonics,NEW YORK UNIVERSITY,390,2,coed
2008,final,Final,1,3,N’Harmonics,NEW YORK UNIVERSITY,312,1,coed
2008,northeast,Quarterfinal,4,3,APC Rhythm,NEW YORK UNIVERSITY,314,0,coed
2007,northeast,Semifinal,1,2,N’Harmonics,NEW YORK UNIVERSITY,345,2,coed
2007,northeast,Quarterfinal,2,1,N’Harmonics,NEW YORK UNIVERSITY,411,2,coed
2006,northeast,Quarterfinal,4,1,N’Harmonics,NEW YORK UNIVERSITY,418,1,coed
2019,south,Quarterfinal,2,2,Wolfgang,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,331,2,coed
2018,south,Quarterfinal,4,1,Wolfgang,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,381,0,coed
2018,south,Quarterfinal,4,3,Grains of Time,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,336,0,male
2017,south,Quarterfinal,3,2,Acappology,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,363,0,coed
2016,south,Quarterfinal,5,3,Wolfgang,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,308,0,coed
2016,south,Quarterfinal,5,1,Grains of Time,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,412,3,male
2015,south,Quarterfinal,5,1,Grains of Time,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,329,0,male
2015,south,Quarterfinal,5,3,Acappology,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,293,1,coed
2014,south,Quarterfinal,2,2,Grains of Time,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,367,1,male
2012,south,Quarterfinal,1,2,Acappology,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,387,1,coed
2011,south,Quarterfinal,1,2,Acappology,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,383,2,coed
2006,south,Quarterfinal,2,2,Grains of Time,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,371,1,male
2019,northeast,Semifinal,1,3,Treble on Huntington,NORTHEASTERN UNIVERSITY,348,0,female
2019,northeast,Quarterfinal,1,2,Treble on Huntington,NORTHEASTERN UNIVERSITY,343,2,female
2019,wildcard,Wildcard,1,1,"Pitch, Please",NORTHEASTERN UNIVERSITY,343,0,female
2019,northeast,Semifinal,1,2,"Pitch, Please",NORTHEASTERN UNIVERSITY,349,0,female
2019,northeast,Quarterfinal,2,1,"Pitch, Please",NORTHEASTERN UNIVERSITY,406,2,female
2019,northeast,Quarterfinal,1,1,Downbeats,NORTHEASTERN UNIVERSITY,382,2,coed
2019,northeast,Quarterfinal,2,3,Distilled Harmony,NORTHEASTERN UNIVERSITY,281,0,coed
2018,northeast,Quarterfinal,3,3,Unisons,NORTHEASTERN UNIVERSITY,342,1,male
2018,northeast,Quarterfinal,2,3,Treble on Huntington,NORTHEASTERN UNIVERSITY,319,0,female
2018,northeast,Quarterfinal,1,3,"Pitch, Please",NORTHEASTERN UNIVERSITY,339,1,female
2018,northeast,Quarterfinal,3,2,Distilled Harmony,NORTHEASTERN UNIVERSITY,401,3,coed
2017,northeast,Semifinal,1,1,Nor'easters,NORTHEASTERN UNIVERSITY,430,3,coed
2017,northeast,Quarterfinal,1,1,Nor'easters,NORTHEASTERN UNIVERSITY,444,1,coed
2017,final,Final,1,1,Nor'easters,NORTHEASTERN UNIVERSITY,402,1,coed
2017,northeast,Quarterfinal,3,2,Downbeats,NORTHEASTERN UNIVERSITY,348,2,coed
2017,northeast,Quarterfinal,2,1,Distilled Harmony,NORTHEASTERN UNIVERSITY,383,0,coed
2016,northeast,Quarterfinal,1,2,Unisons,NORTHEASTERN UNIVERSITY,342,1,male
2016,wildcard,Wildcard,1,2,Distilled Harmony,NORTHEASTERN UNIVERSITY,332,0,coed
2016,northeast,Semifinal,1,2,Distilled Harmony,NORTHEASTERN UNIVERSITY,350,1,coed
2016,northeast,Quarterfinal,5,2,Distilled Harmony,NORTHEASTERN UNIVERSITY,343,1,coed
2015,northeast,Quarterfinal,3,3,Unisons,NORTHEASTERN UNIVERSITY,310,0,male
2015,northeast,Quarterfinal,5,3,"Pitch, Please",NORTHEASTERN UNIVERSITY,294,0,female
2015,wildcard,Wildcard,1,1,Nor'easters,NORTHEASTERN UNIVERSITY,405,0,coed
2015,northeast,Semifinal,1,2,Nor'easters,NORTHEASTERN UNIVERSITY,398,0,coed
2015,northeast,Quarterfinal,5,1,Nor'easters,NORTHEASTERN UNIVERSITY,400,1,coed
2015,northeast,Quarterfinal,3,1,Distilled Harmony,NORTHEASTERN UNIVERSITY,383,1,coed
2014,northeast,Quarterfinal,4,2,Unisons,NORTHEASTERN UNIVERSITY,328,0,male
2014,northeast,Quarterfinal,3,2,"Pitch, Please",NORTHEASTERN UNIVERSITY,342,0,female
2014,northeast,Quarterfinal,4,2,Downbeats,NORTHEASTERN UNIVERSITY,328,1,coed
2014,northeast,Quarterfinal,4,3,Distilled Harmony,NORTHEASTERN UNIVERSITY,322,0,coed
2013,wildcard,Wildcard,1,3,"Pitch, Please",NORTHEASTERN UNIVERSITY,343,0,female
2013,northeast,Semifinal,1,3,"Pitch, Please",NORTHEASTERN UNIVERSITY,310,1,female
2013,northeast,Quarterfinal,4,1,"Pitch, Please",NORTHEASTERN UNIVERSITY,401,2,female
2013,northeast,Semifinal,1,1,Nor'easters,NORTHEASTERN UNIVERSITY,431,2,coed
2013,northeast,Quarterfinal,1,1,Nor'easters,NORTHEASTERN UNIVERSITY,422,1,coed
2013,final,Final,1,1,Nor'easters,NORTHEASTERN UNIVERSITY,415,1,coed
2013,northeast,Quarterfinal,2,3,Downbeats,NORTHEASTERN UNIVERSITY,328,0,coed
2013,northeast,Quarterfinal,2,1,Distilled Harmony,NORTHEASTERN UNIVERSITY,337,1,coed
2012,wildcard,Wildcard,1,2,Nor'easters,NORTHEASTERN UNIVERSITY,375,0,coed
2012,northeast,Semifinal,1,2,Nor'easters,NORTHEASTERN UNIVERSITY,352,0,coed
2012,northeast,Quarterfinal,3,1,Nor'easters,NORTHEASTERN UNIVERSITY,400,2,coed
2012,northeast,Quarterfinal,3,3,Downbeats,NORTHEASTERN UNIVERSITY,318,0,coed
2011,wildcard,Wildcard,1,2,Nor'easters,NORTHEASTERN UNIVERSITY,326,0,coed
2011,northeast,Semifinal,1,2,Nor'easters,NORTHEASTERN UNIVERSITY,392,0,coed
2011,northeast,Quarterfinal,3,1,Nor'easters,NORTHEASTERN UNIVERSITY,412,2,coed
2010,northeast,Quarterfinal,1,2,Nor'easters,NORTHEASTERN UNIVERSITY,377,1,coed
2010,northeast,Quarterfinal,3,3,Downbeats,NORTHEASTERN UNIVERSITY,339,1,coed
2008,northeast,Quarterfinal,2,3,Downbeats,NORTHEASTERN UNIVERSITY,288,NA,coed
2007,new england,Quarterfinal,2,3,Downbeats,NORTHEASTERN UNIVERSITY,285,1,coed
2019,southwest,Quarterfinal,3,3,Elevation,NORTHERN ARIZONA UNIVERSITY,327,1,coed
2018,southwest,Quarterfinal,3,2,Unaccompanied,NORTHERN ARIZONA UNIVERSITY,354,0,coed
2018,southwest,Quarterfinal,1,2,Highlanders,NORTHERN ARIZONA UNIVERSITY,347,0,male
2017,southwest,Quarterfinal,5,3,Unaccompanied,NORTHERN ARIZONA UNIVERSITY,337,1,coed
2017,southwest,Quarterfinal,2,2,Highlanders,NORTHERN ARIZONA UNIVERSITY,405,0,male
2017,southwest,Quarterfinal,2,1,Axecidentals,NORTHERN ARIZONA UNIVERSITY,413,2,female
2016,southwest,Quarterfinal,3,2,Unaccompanied,NORTHERN ARIZONA UNIVERSITY,375,0,coed
2016,southwest,Semifinal,1,2,Axecidentals,NORTHERN ARIZONA UNIVERSITY,385,1,female
2016,southwest,Quarterfinal,3,1,Axecidentals,NORTHERN ARIZONA UNIVERSITY,432,1,female
2019,great lakes,Quarterfinal,4,3,Huskie Hunks,NORTHERN ILLINOIS UNIVERSITY,309,2,male
2018,great lakes,Quarterfinal,5,3,Harmelodics,NORTHERN ILLINOIS UNIVERSITY,343,2,female
2017,great lakes,Quarterfinal,4,2,Harmelodics,NORTHERN ILLINOIS UNIVERSITY,342,1,female
2016,great lakes,Quarterfinal,1,2,Huskie Hunks,NORTHERN ILLINOIS UNIVERSITY,365,1,male
2015,midwest,Quarterfinal,1,2,Huskie Hunks,NORTHERN ILLINOIS UNIVERSITY,344,1,male
2018,great lakes,Quarterfinal,1,2,Undertones,NORTHWESTERN UNIVERSITY,337,1,coed
2018,great lakes,Quarterfinal,5,1,Purple Haze,NORTHWESTERN UNIVERSITY,396,0,coed
2017,great lakes,Quarterfinal,1,3,Undertones,NORTHWESTERN UNIVERSITY,319,0,coed
2016,great lakes,Quarterfinal,4,2,Purple Haze,NORTHWESTERN UNIVERSITY,395,0,coed
2015,midwest,Quarterfinal,5,1,Undertones,NORTHWESTERN UNIVERSITY,381,1,coed
2014,midwest,Quarterfinal,4,3,Treblemakers,NORTHWESTERN UNIVERSITY,338,1,coed
2014,midwest,Quarterfinal,5,1,Purple Haze,NORTHWESTERN UNIVERSITY,384,1,coed
2013,midwest,Quarterfinal,1,3,Undertones,NORTHWESTERN UNIVERSITY,311,0,coed
2013,midwest,Quarterfinal,4,1,Extreme Measure,NORTHWESTERN UNIVERSITY,407,2,coed
2012,midwest,Quarterfinal,2,3,Purple Haze,NORTHWESTERN UNIVERSITY,341,1,coed
2010,midwest,Quarterfinal,2,2,Undertones,NORTHWESTERN UNIVERSITY,382,1,coed
2010,midwest,Semifinal,1,1,Purple Haze,NORTHWESTERN UNIVERSITY,374,1,coed
2010,midwest,Quarterfinal,2,1,Purple Haze,NORTHWESTERN UNIVERSITY,403,1,coed
2008,midwest,Semifinal,1,1,Purple Haze,NORTHWESTERN UNIVERSITY,373,0,coed
2008,midwest,Quarterfinal,3,1,Purple Haze,NORTHWESTERN UNIVERSITY,418,3,coed
2007,midwest,Quarterfinal,2,1,Undertones,NORTHWESTERN UNIVERSITY,439,1,coed
2018,south,Quarterfinal,1,3,Riff Tides,NOVA SOUTHEASTERN UNIVERSITY,323,0,female
2019,great lakes,Quarterfinal,3,2,Gold Vibrations,OAKLAND UNIVERSITY,384,1,coed
2017,great lakes,Quarterfinal,1,1,Gold Vibrations,OAKLAND UNIVERSITY,443,3,coed
2016,great lakes,Semifinal,1,1,Gold Vibrations,OAKLAND UNIVERSITY,394,0,coed
2016,great lakes,Quarterfinal,1,1,Gold Vibrations,OAKLAND UNIVERSITY,409,2,coed
2014,great lakes,Quarterfinal,5,2,Gold Vibrations,OAKLAND UNIVERSITY,360,1,coed
2017,southwest,Quarterfinal,3,3,Accidentals,OCCIDENTAL COLLEGE,304,0,female
2019,midwest,Quarterfinal,4,3,Scarlet and Grace Notes,OHIO STATE UNIVERSITY-MAIN CAMPUS,331,1,female
2019,midwest,Semifinal,1,2,Ohio State of Mind,OHIO STATE UNIVERSITY-MAIN CAMPUS,338,1,coed
2019,midwest,Quarterfinal,4,1,Ohio State of Mind,OHIO STATE UNIVERSITY-MAIN CAMPUS,412,2,coed
2018,midwest,Quarterfinal,5,2,Ohio State of Mind,OHIO STATE UNIVERSITY-MAIN CAMPUS,403,2,coed
2018,midwest,Semifinal,1,3,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,323,0,male
2018,midwest,Quarterfinal,5,1,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,408,1,male
2017,midwest,Semifinal,1,1,Ohio State of Mind,OHIO STATE UNIVERSITY-MAIN CAMPUS,381,2,coed
2017,midwest,Quarterfinal,5,2,Ohio State of Mind,OHIO STATE UNIVERSITY-MAIN CAMPUS,346,1,coed
2016,midwest,Quarterfinal,4,3,Ohio State of Mind,OHIO STATE UNIVERSITY-MAIN CAMPUS,312,0,coed
2016,midwest,Quarterfinal,4,2,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,352,0,male
2015,great lakes,Quarterfinal,4,1,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,402,1,male
2014,great lakes,Quarterfinal,3,3,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,342,1,male
2013,great lakes,Semifinal,1,3,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,316,1,male
2013,great lakes,Quarterfinal,4,3,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,NA,1,male
2012,midwest,Quarterfinal,5,1,Buck That!,OHIO STATE UNIVERSITY-MAIN CAMPUS,427,2,male
2006,mid-atlantic,Quarterfinal,3,2,High Street,OHIO STATE UNIVERSITY-MAIN CAMPUS,394,1,male
2018,midwest,Semifinal,1,2,Carmony,OHIO STATE UNIVERSITY-LIMA CAMPUS,324,0,coed
2018,midwest,Quarterfinal,1,1,Carmony,OHIO STATE UNIVERSITY-LIMA CAMPUS,399,2,coed
2017,central,Quarterfinal,2,1,Carmony,OHIO STATE UNIVERSITY-LIMA CAMPUS,393,2,coed
2016,midwest,Quarterfinal,3,3,Section Eight,OHIO UNIVERSITY-MAIN CAMPUS,324,1,male
2014,great lakes,Quarterfinal,5,3,Pitch Black,OHIO WESLEYAN UNIVERSITY,337,1,female
2013,northeast,Quarterfinal,4,3,PowerChords,FRANKLIN W OLIN COLLEGE OF ENGINEERING,278,0,coed
2019,west,Quarterfinal,1,3,Outspoken,OREGON STATE UNIVERSITY,344,1,male
2017,northwest,Quarterfinal,1,2,Outspoken,OREGON STATE UNIVERSITY,364,1,male
2016,northwest,Semifinal,1,2,Outspoken,OREGON STATE UNIVERSITY,372,0,male
2016,northwest,Quarterfinal,1,2,Outspoken,OREGON STATE UNIVERSITY,337,0,male
2013,west,Quarterfinal,1,3,Divine,OREGON STATE UNIVERSITY,328,1,female
2012,west,Quarterfinal,1,2,Divine,OREGON STATE UNIVERSITY,386,1,female
2011,west,Quarterfinal,1,3,Outspoken,OREGON STATE UNIVERSITY,304,0,male
2010,west,Quarterfinal,1,3,Outspoken,OREGON STATE UNIVERSITY,289,0,male
2009,west,Quarterfinal,1,2,Outspoken,OREGON STATE UNIVERSITY,339,0,male
2009,west,Quarterfinal,1,3,Divine,OREGON STATE UNIVERSITY,310,1,female
2007,west,Quarterfinal,2,2,Outspoken,OREGON STATE UNIVERSITY,364,1,male
2006,west,Quarterfinal,4,1,Outspoken,OREGON STATE UNIVERSITY,431,2,male
2019,midwest,Quarterfinal,5,3,Ottertuned,OTTERBEIN UNIVERSITY,309,1,coed
2018,united kingdom,Quarterfinal,3,2,Alternotives,OXFORD UNIVERSITY,346,0,coed
2013,international,Semifinal,1,3,Belles,OXFORD UNIVERSITY,295,0,female
2009,final,Final,1,2,Out of the Blue,OXFORD UNIVERSITY,366,1,male
2008,western europe,Semifinal,1,1,Out of the Blue,OXFORD UNIVERSITY,426,1,male
2008,western europe,Quarterfinal,1,1,Out of the Blue,OXFORD UNIVERSITY,372,0,male
2008,western europe,Semifinal,1,2,Gargoyles,OXFORD UNIVERSITY,357,2,coed
2008,western europe,Quarterfinal,1,2,Gargoyles,OXFORD UNIVERSITY,367,0,coed
2008,western europe,Semifinal,1,3,Belles,OXFORD UNIVERSITY,309,1,female
2008,western europe,Quarterfinal,1,3,Belles,OXFORD UNIVERSITY,331,2,female
2007,western europe,Semifinal,1,2,Out of the Blue,OXFORD UNIVERSITY,363,1,male
2007,western europe,Semifinal,1,1,Gargoyles,OXFORD UNIVERSITY,371,1,coed
2007,western europe,Semifinal,1,3,Alternotives,OXFORD UNIVERSITY,298,1,coed
2006,western europe,Semifinal,1,1,Out of the Blue,OXFORD UNIVERSITY,565,2,male
2006,final,Final,1,2,Out of the Blue,OXFORD UNIVERSITY,363,0,male
2006,western europe,Semifinal,1,3,In the Pink,OXFORD UNIVERSITY,453,1,female
2019,northeast,Quarterfinal,3,2,Frequency,PACE UNIVERSITY-NEW YORK,390,1,coed
2018,northeast,Quarterfinal,4,2,Frequency,PACE UNIVERSITY-NEW YORK,360,2,coed
2019,west,Quarterfinal,4,3,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,358,1,male
2018,west,Quarterfinal,3,2,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,353,0,male
2016,northwest,Quarterfinal,4,3,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,318,2,male
2015,west,Quarterfinal,1,2,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,394,0,male
2014,west,Quarterfinal,3,1,HERmonic,PACIFIC LUTHERAN UNIVERSITY,416,0,female
2013,west,Semifinal,1,3,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,365,1,male
2013,west,Quarterfinal,3,1,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,405,1,male
2013,west,Quarterfinal,3,2,HERmonic,PACIFIC LUTHERAN UNIVERSITY,376,1,female
2011,west,Semifinal,1,3,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,315,1,male
2011,west,Quarterfinal,2,1,PLUtonic,PACIFIC LUTHERAN UNIVERSITY,422,1,male
2017,central,Quarterfinal,1,1,Coda Conduct,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,404,2,coed
2015,mid-atlantic,Quarterfinal,3,2,Pennharmonics,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,316,0,coed
2015,mid-atlantic,Quarterfinal,3,1,Coda Conduct,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,375,2,coed
2014,mid-atlantic,Quarterfinal,3,3,Coda Conduct,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,288,0,coed
2013,mid-atlantic,Quarterfinal,2,2,Statesmen,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,383,1,male
2013,mid-atlantic,Quarterfinal,2,3,Pennharmonics,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,372,1,coed
2012,mid-atlantic,Semifinal,1,1,Pennharmonics,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,391,1,coed
2012,mid-atlantic,Quarterfinal,4,1,Pennharmonics,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,425,2,coed
2012,mid-atlantic,Semifinal,1,2,JoePas,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,315,1,male
2012,mid-atlantic,Quarterfinal,4,2,JoePas,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,393,1,male
2011,mid-atlantic,Quarterfinal,4,2,None of the Above,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,307,0,coed
2009,mid-atlantic,Quarterfinal,1,2,Shades of Blue,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,388,3,coed
2007,mid-atlantic,Quarterfinal,2,1,Shades of Blue,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,419,3,coed
2006,mid-atlantic,Quarterfinal,2,3,Shades of Blue,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,357,1,coed
2006,mid-atlantic,Semifinal,1,3,Pennharmonics,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,330,1,coed
2006,mid-atlantic,Quarterfinal,2,1,Pennharmonics,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,379,3,coed
2007,northeast,Quarterfinal,4,2,Vocal Order,PLYMOUTH STATE UNIVERSITY,300,0,male
2009,west,Quarterfinal,3,2,Pointless,POINT LOMA NAZARENE UNIVERSITY,380,1,male
2019,west,Quarterfinal,1,2,Green Note,PORTLAND STATE UNIVERSITY,364,1,coed
2018,west,Quarterfinal,1,1,Green Note,PORTLAND STATE UNIVERSITY,366,1,coed
2016,northwest,Quarterfinal,1,3,Green Note,PORTLAND STATE UNIVERSITY,334,0,coed
2019,northeast,Quarterfinal,5,3,iTones,CUNY QUEENS COLLEGE,334,0,coed
2018,central,Quarterfinal,1,2,Rusty Pipes,RENSSELAER POLYTECHNIC INSTITUTE,370,1,coed
2016,northeast,Quarterfinal,3,1,Rusty Pipes,RENSSELAER POLYTECHNIC INSTITUTE,346,1,coed
2011,mid-atlantic,Quarterfinal,1,2,Rusty Pipes,RENSSELAER POLYTECHNIC INSTITUTE,359,0,coed
2007,northeast,Quarterfinal,1,2,Rusty Pipes,RENSSELAER POLYTECHNIC INSTITUTE,364,2,coed
2006,northeast,Quarterfinal,2,2,Rusty Pipes,RENSSELAER POLYTECHNIC INSTITUTE,327,0,coed
2018,southwest,Quarterfinal,2,1,Philharmonics,RICE UNIVERSITY,412,1,coed
2009,south,Quarterfinal,2,3,Philharmonics,RICE UNIVERSITY,326,0,coed
2016,mid-atlantic,Quarterfinal,2,3,Til Further Notes,RIDER UNIVERSITY,367,1,coed
2014,mid-atlantic,Quarterfinal,4,3,Til Further Notes,RIDER UNIVERSITY,304,0,coed
2013,mid-atlantic,Quarterfinal,3,2,Til Further Notes,RIDER UNIVERSITY,380,0,coed
2012,mid-atlantic,Quarterfinal,2,1,Til Further Notes,RIDER UNIVERSITY,401,2,coed
2011,mid-atlantic,Semifinal,1,2,Vocalmotion,RIDER UNIVERSITY,368,1,coed
2011,mid-atlantic,Quarterfinal,2,2,Vocalmotion,RIDER UNIVERSITY,341,0,coed
2019,central,Quarterfinal,5,1,Eight Beat Measure,ROCHESTER INSTITUTE OF TECHNOLOGY,410,1,male
2018,central,Semifinal,1,3,Eight Beat Measure,ROCHESTER INSTITUTE OF TECHNOLOGY,313,1,male
2018,central,Quarterfinal,2,2,Eight Beat Measure,ROCHESTER INSTITUTE OF TECHNOLOGY,352,2,male
2013,mid-atlantic,Semifinal,1,3,Eight Beat Measure,ROCHESTER INSTITUTE OF TECHNOLOGY,306,1,male
2013,mid-atlantic,Quarterfinal,4,2,Eight Beat Measure,ROCHESTER INSTITUTE OF TECHNOLOGY,322,1,male
2011,mid-atlantic,Quarterfinal,1,3,Eight Beat Measure,ROCHESTER INSTITUTE OF TECHNOLOGY,316,0,male
2007,mid-atlantic,Quarterfinal,2,3,Encore,ROCHESTER INSTITUTE OF TECHNOLOGY,290,0,female
2017,mid-atlantic,Quarterfinal,3,2,RoVo,ROWAN UNIVERSITY,365,1,coed
2019,united kingdom,Quarterfinal,1,3,Northern Voices,ROYAL NORTHERN COLLEGE OF MUSIC,350,1,coed
2015,mid-atlantic,Quarterfinal,2,3,OrphanSporks,RUTGERS UNIVERSITY-NEW BRUNSWICK,317,1,coed
2015,mid-atlantic,Quarterfinal,4,1,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,421,2,male
2014,mid-atlantic,Semifinal,1,3,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,332,2,male
2014,mid-atlantic,Quarterfinal,2,2,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,360,1,male
2012,mid-atlantic,Semifinal,1,3,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,305,1,male
2012,mid-atlantic,Quarterfinal,1,1,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,377,1,male
2010,mid-atlantic,Semifinal,1,2,OrphanSporks,RUTGERS UNIVERSITY-NEW BRUNSWICK,337,1,coed
2010,mid-atlantic,Quarterfinal,1,1,OrphanSporks,RUTGERS UNIVERSITY-NEW BRUNSWICK,362,2,coed
2010,mid-atlantic,Semifinal,1,3,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,332,0,male
2010,mid-atlantic,Quarterfinal,4,1,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,368,2,male
2009,mid-atlantic,Quarterfinal,2,2,Deep Treble,RUTGERS UNIVERSITY-NEW BRUNSWICK,369,1,coed
2007,mid-atlantic,Semifinal,1,1,Deep Treble,RUTGERS UNIVERSITY-NEW BRUNSWICK,346,2,coed
2007,mid-atlantic,Quarterfinal,3,2,Deep Treble,RUTGERS UNIVERSITY-NEW BRUNSWICK,405,1,coed
2006,mid-atlantic,Semifinal,1,1,Shockwave,RUTGERS UNIVERSITY-NEW BRUNSWICK,401,2,female
2006,mid-atlantic,Quarterfinal,1,1,Shockwave,RUTGERS UNIVERSITY-NEW BRUNSWICK,387,2,female
2006,mid-atlantic,Quarterfinal,4,1,Casual Harmony,RUTGERS UNIVERSITY-NEW BRUNSWICK,413,3,male
2019,midwest,Quarterfinal,1,3,Beyond All Reason,SAINT LOUIS UNIVERSITY,291,2,female
2018,midwest,Quarterfinal,3,1,Beyond All Reason,SAINT LOUIS UNIVERSITY,359,0,female
2018,midwest,Quarterfinal,3,2,Bare Naked Statues,SAINT LOUIS UNIVERSITY,355,1,male
2017,midwest,Quarterfinal,1,3,Decadence,SAINT LOUIS UNIVERSITY,324,1,coed
2017,midwest,Quarterfinal,3,3,Beyond All Reason,SAINT LOUIS UNIVERSITY,294,1,female
2017,midwest,Quarterfinal,1,2,Bare Naked Statues,SAINT LOUIS UNIVERSITY,327,1,male
2016,midwest,Quarterfinal,2,3,Bare Naked Statues,SAINT LOUIS UNIVERSITY,348,1,male
2015,midwest,Quarterfinal,2,3,Bare Naked Statues,SAINT LOUIS UNIVERSITY,342,0,male
2014,midwest,Semifinal,1,1,Bare Naked Statues,SAINT LOUIS UNIVERSITY,368,2,male
2014,midwest,Quarterfinal,1,2,Bare Naked Statues,SAINT LOUIS UNIVERSITY,380,2,male
2014,midwest,Quarterfinal,1,3,Astha A Cappella,SAINT LOUIS UNIVERSITY,290,1,coed
2018,mid-atlantic,Quarterfinal,3,3,Squawkappella,SALISBURY UNIVERSITY,293,0,coed
2015,mid-atlantic,Quarterfinal,5,3,Squawkappella,SALISBURY UNIVERSITY,326,0,coed
2012,south,Quarterfinal,4,2,Squawkappella,SALISBURY UNIVERSITY,291,0,coed
2018,northeast,Quarterfinal,5,3,Dynamics,SKIDMORE COLLEGE,331,1,coed
2013,northeast,Quarterfinal,5,1,Drastic Measures,SKIDMORE COLLEGE,387,2,coed
2013,midwest,Quarterfinal,2,3,Bare Naked Statues,SAINT LOUIS UNIVERSITY,322,0,male
2019,west,Quarterfinal,3,1,Mendicants,STANFORD UNIVERSITY,389,2,male
2018,west,Quarterfinal,4,3,Mendicants,STANFORD UNIVERSITY,334,0,male
2017,northwest,Semifinal,1,3,Mendicants,STANFORD UNIVERSITY,361,0,male
2017,northwest,Quarterfinal,4,2,Mendicants,STANFORD UNIVERSITY,399,2,male
2007,west,Quarterfinal,3,2,Raagapella,STANFORD UNIVERSITY,392,1,coed
2017,mid-atlantic,Quarterfinal,4,3,Stockapella,STOCKTON UNIVERSITY,300,1,coed
